JURISDICTION,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG._ASSAULT,B_AND_E,LARCENY_THEFT,M_V_THEFT,GRAND_TOTAL,PERCENT_CHANGE,VIOLENT_CRIME_TOTAL,VIOLENT_CRIME_PERCENT,VIOLENT_CRIME_PERCENT_CHANGE,PROPERTY_CRIME_TOTALS,PROPERTY_CRIME_PERCENT,PROPERTY_CRIME_PERCENT_CHANGE,"OVERALL_CRIME_RATE_PER_100,000_PEOPLE","OVERALL_PERCENT_CHANGE_PER_100,000_PEOPLE","VIOLENT_CRIME_RATE_PER_100,000_PEOPLE","VIOLENT_CRIME_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","PROPERTY_CRIME_RATE_PER_100,000_PEOPLE","PROPERTY_CRIME_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","MURDER_PER_100,000_PEOPLE","RAPE_PER_100,000_PEOPLE","ROBBERY_PER_100,000_PEOPLE","AGG._ASSAULT_PER_100,000_PEOPLE","B_AND_E_PER_100,000_PEOPLE","LARCENY_THEFT_PER_100,000_PEOPLE","M_V_THEFT_PER_100,000_PEOPLE","MURDER__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","RAPE_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","ROBBERY_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","AGG._ASSAULT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","B_AND_E_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","LARCENY_THEFT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","M_V_THEFT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE",PERCENT_CHANGE_CALC,DIFFERENCE,CRIME_RATE,VIOLENT_RATIO
Harford County,2014,250706,6,64,165,376,674,2875,106,4266,-9.714285714285719,611,14.3,-7.7,3655,85.7,-10.0,1701.6,-9.9,243.7,-7.9,1457.9,-10.2,2.4,25.5,65.8,150.0,268.8,1146.8,42.3,19.8,-7.4,-7.5,-8.5,-20.4,-7.0,-19.2,-9.714285714285719,0.014285714285719564,0.01701594696576867,0.14322550398499764
Harford County,2015,250575,7,43,165,383,633,2408,108,3747,-12.16596343178622,598,16.0,-2.1,3149,84.0,-13.8,1495.4,-12.1,238.7,-2.1,1256.7,-13.8,2.8,17.2,65.8,152.8,252.6,961.0,43.1,16.7,-32.8,0.1,1.9,-6.0,-16.2,1.9,-12.16596343178622,-0.03403656821377865,0.014953606704579467,0.15959434214037896
Harford County,2016,249859,9,42,121,380,569,2813,90,4024,7.392580731251663,552,13.7,-7.7,3472,86.3,10.3,1610.5,7.7,220.9,-7.4,1389.6,10.6,3.6,16.8,48.4,152.1,227.7,1125.8,36.0,28.9,-2.0,-26.5,-0.5,-9.9,17.2,-16.4,7.392580731251663,0.007419268748336982,0.016105083266962566,0.13717693836978131
Harford County,2017,251859,10,53,133,342,477,2290,84,3389,-15.780318091451296,538,15.9,-2.5,2851,84.1,-17.9,1345.6,-16.4,213.6,-3.3,1132.0,-18.5,4.0,21.0,52.8,135.8,189.4,909.2,33.4,10.2,25.2,9.0,-10.7,-16.8,-19.2,-7.4,-15.780318091451296,-0.019681908548704996,0.013455941618127604,0.15874889347890234
Harford County,2018,251139,9,71,108,368,390,2299,143,3388,-0.029507229271175106,556,16.4,3.3,2832,83.6,-0.7,1349.1,0.3,221.4,3.6,1127.7,-0.4,3.6,28.3,43.0,146.5,155.3,915.4,56.9,-9.7,34.3,-18.6,7.9,-18.0,0.7,70.7,-0.029507229271175106,0.029507229271175106,0.013490537112913566,0.1641086186540732
Harford County,2019,253798,7,49,90,327,346,1987,116,2922,-13.754427390791024,473,16.2,-14.9,2449,83.8,-13.5,1151.3,-14.7,186.4,-15.8,964.9,-14.4,2.8,19.3,35.5,128.8,136.3,782.9,45.7,-23.0,-31.7,-17.5,-12.1,-12.2,-14.5,-19.7,-13.754427390791024,-0.045572609208976544,0.011513093089780062,0.16187542778918548
Harford County,2020,255760,5,34,61,311,234,1441,131,2217,-24.127310061601648,411,18.5,-13.1,1806,81.5,-26.3,866.8,-24.7,160.7,-13.8,706.1,-26.8,2.0,13.3,23.9,121.6,91.5,563.4,51.2,-29.1,-31.1,-32.7,-5.6,-32.9,-28.0,12.1,-24.127310061601648,0.027310061601646396,0.008668282765092274,0.18538565629228687
Howard County,1975,95370,6,40,114,267,1343,3161,440,5371,,427,8.0,-13.1,4944,92.0,-26.3,5631.8,-24.7,447.7,-13.8,5184.0,-26.8,6.3,41.9,119.5,280.0,1408.2,3314.5,461.4,-29.1,-31.1,-32.7,-5.6,-32.9,-28.0,12.1,,,0.056317500262136944,0.07950102401787376
Howard County,1976,97877,3,42,80,272,1037,3282,385,5101,-5.026996834853847,397,7.8,-7.0,4704,92.2,-4.9,5211.6,-7.5,405.6,-9.4,4806.0,-7.3,3.1,42.9,81.7,277.9,1059.5,3353.2,393.4,-51.3,2.3,-31.6,-0.7,-24.8,1.2,-14.7,-5.026996834853847,0.026996834853846963,0.05211643184813593,0.07782787688688493
Howard County,1977,103425,3,41,114,340,1072,3087,462,5119,0.35287198588511703,498,9.7,25.4,4621,90.3,-1.8,4949.5,-5.0,481.5,18.7,4468.0,-7.0,2.9,39.6,110.2,328.7,1036.5,2984.8,446.7,-5.4,-7.6,34.9,18.3,-2.2,-11.0,13.6,0.35287198588511703,0.04712801411488299,0.04949480299734107,0.09728462590349678
Howard County,1978,117027,1,30,102,395,1167,3565,399,5659,10.548935338933397,528,9.3,6.0,5131,90.7,11.0,4835.6,-2.3,451.2,-6.3,4384.5,-1.9,0.9,25.6,87.2,337.5,997.2,3046.3,340.9,-70.5,-35.3,-20.9,2.7,-3.8,2.1,-23.7,10.548935338933397,-0.04893533893339708,0.04835636220701206,0.09330270365789009
Howard County,1979,116777,3,35,84,648,1423,3633,395,6221,9.93108323025269,770,12.4,45.8,5451,87.6,6.2,5327.2,10.2,659.4,46.1,4667.9,6.5,2.6,30.0,71.9,554.9,1218.6,3111.1,338.3,200.6,16.9,-17.5,64.4,22.2,2.1,-0.8,9.93108323025269,-0.03108323025269044,0.05327247660070048,0.1237743128114451
Howard County,1980,118443,5,34,80,460,1826,4196,385,6986,12.29705835074746,579,8.3,-24.8,6407,91.7,17.5,5898.2,10.7,488.8,-25.9,5409.4,15.9,4.2,28.7,67.5,388.4,1541.7,3542.6,325.1,64.3,-4.2,-6.1,-30.0,26.5,13.9,-3.9,12.29705835074746,0.0029416492525413673,0.05898195756608664,0.08288004580589751
Howard County,1981,120387,5,34,103,314,1677,3933,415,6481,-7.228743200687093,456,7.0,-21.2,6025,93.0,-6.0,5383.5,-8.7,378.8,-22.5,5004.7,-7.5,4.2,28.2,85.6,260.8,1393.0,3267.0,344.7,-1.6,-1.6,26.7,-32.8,-9.6,-7.8,6.1,-7.228743200687093,0.02874320068709313,0.05383471637303031,0.0703595124209227
Howard County,1982,120500,7,35,102,288,1295,3931,421,6079,-6.2027464897392415,432,7.1,-5.3,5647,92.9,-6.3,5044.8,-6.3,358.5,-5.4,4686.3,-6.4,5.8,29.0,84.6,239.0,1074.7,3262.2,349.4,39.9,2.8,-1.1,-8.4,-22.9,-0.1,1.4,-6.2027464897392415,0.002746489739241298,0.05044813278008299,0.07106431978943906
Howard County,1983,121601,1,21,110,269,1262,3749,332,5744,-5.510774798486596,401,7.0,-7.2,5343,93.0,-5.4,4723.6,-6.4,329.8,-8.0,4393.9,-6.2,0.8,17.3,90.5,221.2,1037.8,3083.0,273.0,-85.8,-40.5,6.9,-7.4,-3.4,-5.5,-21.9,-5.510774798486596,0.010774798486595571,0.047236453647585136,0.06981197771587744
Howard County,1984,129114,7,30,106,236,1448,4345,437,6609,15.059192200557092,379,5.7,-5.5,6230,94.3,16.6,5118.7,8.4,293.5,-11.0,4825.2,9.8,5.4,23.2,82.1,182.8,1121.5,3365.2,338.5,559.3,34.5,-9.2,-17.4,8.1,9.2,24.0,15.059192200557092,0.040807799442907466,0.05118732283098657,0.05734604327432289
Howard County,1985,137032,5,43,127,345,1502,4752,453,7227,9.350885156604626,520,7.2,37.2,6707,92.8,7.7,5274.0,3.0,379.5,29.3,4894.5,1.4,3.6,31.4,92.7,251.8,1096.1,3467.8,330.6,-32.7,35.1,12.9,37.7,-2.3,3.0,-2.3,9.350885156604626,0.04911484339537431,0.052739506100764784,0.07195240071952401
Howard County,1986,139251,3,36,117,340,1736,5178,676,8086,11.885983118859823,496,6.1,-4.6,7590,93.9,13.2,5806.8,10.1,356.2,-6.1,5450.6,11.4,2.2,25.9,84.0,244.2,1246.7,3718.5,485.5,-41.0,-17.6,-9.3,-3.0,13.7,7.2,46.8,11.885983118859823,0.014016881140177517,0.05806780561719485,0.061340588671778384
Howard County,1987,153629,6,40,104,280,1590,5147,823,7990,-1.187237200098934,430,5.4,-13.3,7560,94.6,-0.4,5200.8,-10.4,279.9,-21.4,4920.9,-9.7,3.9,26.0,67.7,182.3,1035.0,3350.3,535.7,81.3,0.7,-19.4,-25.4,-17.0,-9.9,10.4,-1.187237200098934,-0.012762799901065991,0.052008409870532256,0.05381727158948686
Howard County,1988,160989,2,48,113,357,1725,5121,799,8165,2.1902377972465636,520,6.4,20.9,7645,93.6,1.1,5071.8,-2.5,323.0,15.4,4748.8,-3.5,1.2,29.8,70.2,221.8,1071.5,3181.0,496.3,-68.2,14.5,3.7,21.7,3.5,-5.1,-7.4,2.1902377972465636,0.009762202753436533,0.050717750902235556,0.06368646662584201
Howard County,1989,165546,10,28,167,364,1691,5117,930,8307,1.7391304347825987,569,6.8,9.4,7738,93.2,1.2,5017.9,-1.1,343.7,6.4,4674.2,-1.6,6.0,16.9,100.9,219.9,1021.5,3091.0,561.8,386.2,-43.3,43.7,-0.8,-4.7,-2.8,13.2,1.7391304347825987,-0.0391304347825987,0.05017940632815048,0.06849644877813892
Howard County,1990,187328,7,50,99,433,1802,4899,997,8287,-0.24076080414108247,589,7.1,3.5,7698,92.9,-0.5,4423.8,-11.8,314.4,-8.5,4109.4,-12.1,3.7,26.7,52.8,231.1,961.9,2615.2,532.2,-38.1,57.8,-47.6,5.1,-5.8,-15.4,-5.3,-0.24076080414108247,0.04076080414108246,0.044237914246668945,0.0710751779896223
Howard County,1991,190403,8,44,151,417,1665,5667,1105,9057,9.291661638711224,620,6.8,5.3,8437,93.2,9.6,4756.8,7.5,325.6,3.6,4431.1,7.8,4.2,23.1,79.3,219.0,874.5,2976.3,580.3,12.4,-13.4,50.1,-5.3,-9.1,13.8,9.0,9.291661638711224,0.008338361288776852,0.04756752782256582,0.0684553384122778
Howard County,1992,192284,6,43,135,404,1673,5545,935,8741,-3.489014022303194,588,6.7,-5.2,8153,93.3,-3.4,4545.9,-4.4,305.8,-6.1,4240.1,-4.3,3.1,22.4,70.2,210.1,870.1,2883.8,486.3,-25.7,-3.2,-11.5,-4.1,-0.5,-3.1,-16.2,-3.489014022303194,-0.010985977696805982,0.04545880052422458,0.06726919116805857
Howard County,1993,201881,5,26,130,348,1490,5350,1083,8432,-3.5350646379132877,509,6.0,-13.4,7923,94.0,-2.8,4176.7,-8.1,252.1,-17.6,3924.6,-7.4,2.5,12.9,64.4,172.4,738.1,2650.1,536.5,-20.6,-42.4,-8.3,-18.0,-15.2,-8.1,10.3,-3.5350646379132877,0.03506463791328773,0.04176717967515516,0.06036527514231499
Howard County,1994,203542,4,31,149,403,1248,5868,1157,8860,5.075901328273247,587,6.6,15.3,8273,93.4,4.4,4352.9,4.2,288.4,14.4,4064.5,3.6,2.0,15.2,73.2,198.0,613.1,2882.9,568.4,-20.7,18.3,13.7,14.9,-16.9,8.8,6.0,5.075901328273247,0.02409867172675284,0.04352909964528205,0.0662528216704289
Howard County,1995,214511,3,33,213,382,1431,6148,844,9054,2.18961625282168,631,7.0,7.5,8423,93.0,1.8,4220.8,-3.0,294.2,2.0,3926.6,-3.4,1.4,15.4,99.3,178.1,667.1,2866.1,393.5,-28.8,1.0,35.6,-10.1,8.8,-0.6,-30.8,2.18961625282168,0.010383747178320135,0.04220762571616374,0.06969295339076652
Howard County,1996,215787,5,34,251,343,1280,6345,787,9045,-0.09940357852882276,633,7.0,0.3,8412,93.0,-0.1,4191.6,-0.7,293.3,-0.3,3898.3,-0.7,2.3,15.8,116.3,159.0,593.2,2940.4,364.7,65.7,2.4,17.1,-10.7,-11.1,2.6,-7.3,-0.09940357852882276,-0.0005964214711772498,0.041916334162855035,0.06998341625207297
Howard County,1997,216723,1,33,222,298,1497,6479,753,9283,2.6312880044223386,554,6.0,-12.5,8729,94.0,3.8,4283.3,2.2,255.6,-12.9,4027.7,3.3,0.5,15.2,102.4,137.5,690.7,2989.5,347.4,-80.1,-3.4,-11.9,-13.5,16.4,1.7,-4.7,2.6312880044223386,-0.03128800442233848,0.04283347868015854,0.059678983087363996
Howard County,1998,230639,6,41,187,207,1213,5457,612,7723,-16.804912205106103,441,5.7,-20.4,7282,94.3,-16.6,3348.5,-21.8,191.2,-25.2,3157.3,-21.6,2.6,17.8,81.1,89.8,525.9,2366.0,265.3,463.8,16.7,-20.8,-34.7,-23.9,-20.9,-23.6,-16.804912205106103,0.004912205106101908,0.03348523016488972,0.05710216237213518
Howard County,1999,238083,6,29,240,215,1317,5261,704,7772,0.634468470801508,490,6.3,11.1,7282,93.7,0.0,3264.4,-2.5,205.8,7.6,3058.6,-3.1,2.5,12.2,100.8,90.3,553.2,2209.7,295.7,-3.1,-31.5,24.3,0.6,5.2,-6.6,11.4,0.634468470801508,-0.034468470801508055,0.03264407790560435,0.06304683479155944
Howard County,2000,247842,7,37,166,293,1271,5574,486,7834,0.7977354606278908,503,6.4,2.7,7331,93.6,0.7,3160.9,-3.2,203.0,-1.4,2957.9,-3.3,2.8,14.9,67.0,118.2,512.8,2249.0,196.1,12.1,22.6,-33.6,30.9,-7.3,1.8,-33.7,0.7977354606278908,0.002264539372109242,0.03160884757224361,0.06420730150625478
Howard County,2001,251523,5,34,199,277,1584,5757,588,8444,7.7865713556293015,515,6.1,2.4,7929,93.9,8.2,3357.1,6.2,204.8,0.9,3152.4,6.6,2.0,13.5,79.1,110.1,629.8,2288.9,233.8,-29.6,-9.5,18.1,-6.8,22.8,1.8,19.2,7.7865713556293015,0.01342864437069835,0.033571482528436766,0.060990052108005684
Howard County,2002,255406,7,38,218,210,1294,5469,619,7855,-6.975367124585508,473,6.0,-8.2,7382,94.0,-6.9,3075.5,-8.4,185.2,-9.6,2890.3,-8.3,2.7,14.9,85.4,82.2,506.6,2141.3,242.4,37.9,10.1,7.9,-25.3,-19.6,-6.4,3.7,-6.975367124585508,-0.02463287541449244,0.030754954856189752,0.06021642266072565
Howard County,2003,262537,7,46,225,271,1158,5148,682,7537,-4.048376830044553,549,7.3,16.1,6988,92.7,-5.3,2870.8,-6.7,209.1,12.9,2661.7,-7.9,2.7,17.5,85.7,103.2,441.1,1960.9,259.8,-2.7,17.8,0.4,25.5,-12.9,-8.4,7.2,-4.048376830044553,0.04837683004455329,0.02870833444428785,0.07284065277962054
Howard County,2004,266623,1,40,224,344,1167,5091,598,7465,-0.9552872495687925,609,8.2,10.9,6856,91.8,-1.9,2799.8,-2.5,228.4,9.2,2571.4,-3.4,0.4,15.0,84.0,129.0,437.7,1909.4,224.3,-85.9,-14.4,-2.0,25.0,-0.8,-2.6,-13.7,-0.9552872495687925,-0.04471275043120748,0.027998334727311596,0.08158070997990623
Howard County,2005,268769,4,42,263,306,1225,5409,544,7793,4.393837910247833,615,7.9,1.0,7178,92.1,4.7,2899.5,3.6,228.8,0.2,2670.7,3.9,1.5,15.6,97.9,113.9,455.8,2012.5,202.4,296.8,4.2,16.5,-11.8,4.1,5.4,-9.8,4.393837910247833,0.006162089752167255,0.028995159411985758,0.07891697677402798
Howard County,2006,270195,5,42,279,298,1324,5180,656,7784,-0.11548825869369672,624,8.0,1.5,7160,92.0,-0.3,2880.9,-0.6,230.9,0.9,2649.9,-0.8,1.9,15.5,103.3,110.3,490.0,1917.1,242.8,24.3,-0.5,5.5,-3.1,7.5,-4.7,20.0,-0.11548825869369672,0.015488258693696716,0.028808823257277152,0.08016443987667009
Howard County,2007,273642,5,36,247,302,1242,5444,551,7827,0.5524152106885838,590,7.5,-5.4,7237,92.5,1.1,2860.3,-0.7,215.6,-6.6,2644.7,-0.2,1.8,13.2,90.3,110.4,453.9,1989.5,201.4,-1.3,-15.4,-12.6,0.1,-7.4,3.8,-17.1,0.5524152106885838,0.04758478931141619,0.028603065318920342,0.07538009454452536
Howard County,2008,274874,4,36,259,406,1376,6346,534,8961,14.488309697201984,705,7.9,19.5,8256,92.1,14.1,3260.0,14.0,256.5,19.0,3003.6,13.6,1.5,13.1,94.2,147.7,500.6,2308.7,194.3,-20.4,-0.4,4.4,33.8,10.3,16.0,-3.5,14.488309697201984,0.01169030279801575,0.0326003914520835,0.07867425510545697
Howard County,2009,279350,2,44,262,443,1209,5418,393,7771,-13.279767883048766,751,9.7,6.5,7020,90.3,-15.0,2781.8,-14.7,268.8,4.8,2513.0,-16.3,0.7,15.8,93.8,158.6,432.8,1939.5,140.7,-50.8,20.3,-0.5,7.4,-13.5,-16.0,-27.6,-13.279767883048766,-0.020232116951234502,0.027818149275102916,0.09664135889846867
Howard County,2010,286963,5,26,222,313,1393,5023,389,7371,-5.147342684339207,566,7.7,-24.6,6805,92.3,-3.1,2568.6,-7.7,197.2,-26.6,2371.4,-5.6,1.7,9.1,77.4,109.1,485.4,1750.4,135.6,143.4,-42.5,-17.5,-31.2,12.2,-9.8,-3.6,-5.147342684339207,0.047342684339207075,0.02568623829552939,0.07678741012074346
Howard County,2011,289807,6,33,215,354,1110,5094,374,7186,-2.5098358431691725,608,8.5,7.4,6578,91.5,-3.3,2479.6,-3.5,209.8,6.4,2269.8,-4.3,2.1,11.4,74.2,122.2,383.0,1757.7,129.1,18.8,25.7,-4.1,12.0,-21.1,0.4,-4.8,-2.5098358431691725,0.00983584316917252,0.02479581238548413,0.08460896187030337
Howard County,2012,295972,5,33,178,364,1185,4921,313,6999,-2.602282215418872,580,8.3,-4.6,6419,91.7,-2.4,2364.8,-4.6,196.0,-6.6,2168.8,-4.4,1.7,11.1,60.1,123.0,400.4,1662.7,105.8,-18.4,-2.1,-18.9,0.7,4.5,-5.4,-18.1,-2.602282215418872,0.002282215418871747,0.02364750719662671,0.08286898128304043
Howard County,2013,303727,5,40,204,376,1032,4840,254,6751,-3.543363337619665,625,9.3,7.8,6126,90.7,-4.6,2222.7,-6.0,205.8,5.0,2016.9,-7.0,1.6,13.2,67.2,123.8,339.8,1593.5,83.6,-2.6,18.1,11.7,0.7,-15.1,-4.2,-20.9,-3.543363337619665,0.04336333761966493,0.02222719745034192,0.09257887720337728
Howard County,2014,309341,5,40,201,368,869,4629,231,6343,-6.043549103836465,614,9.7,-1.8,5729,90.3,-6.5,2050.5,-7.7,198.5,-3.5,1852.0,-8.2,1.6,12.9,65.0,119.0,280.9,1496.4,74.7,-1.8,-1.8,-3.3,-3.9,-17.3,-6.1,-10.7,-6.043549103836465,0.043549103836465264,0.020504879728196392,0.09679962163014347
Howard County,2015,313717,2,69,226,426,787,4321,208,6039,-4.792684849440332,723,12.0,17.8,5316,88.0,-7.2,1925.0,-6.1,230.5,16.1,1694.5,-8.5,0.6,22.0,72.0,135.8,250.9,1377.4,66.3,-60.6,70.1,10.9,14.1,-10.7,-8.0,-11.2,-4.792684849440332,-0.007315150559668027,0.019249833448617703,0.11972180824639841
Howard County,2016,316777,6,66,202,447,840,4391,306,6258,3.626428216592159,721,11.5,-0.3,5537,88.5,4.2,1975.5,2.6,227.6,-1.2,1747.9,3.2,1.9,20.8,63.8,141.1,265.2,1386.1,96.6,197.1,-5.3,-11.5,3.9,5.7,0.6,45.7,3.626428216592159,-0.026428216592158993,0.01975522212786913,0.11521252796420582
Howard County,2017,322066,5,70,202,498,810,4342,357,6284,0.4154682007031063,775,12.3,7.5,5509,87.7,-0.5,1951.2,-1.2,240.6,5.7,1710.5,-2.1,1.6,21.7,62.7,154.6,251.5,1348.2,110.8,-18.0,4.3,-1.6,9.6,-5.2,-2.7,14.8,0.4154682007031063,-0.015468200703106283,0.019511528692876614,0.12332908975175048
Howard County,2018,323435,1,73,130,441,442,3855,255,5197,-17.29789942711648,645,12.4,-16.8,4552,87.6,-17.4,1606.8,-17.6,199.4,-17.1,1407.4,-17.7,0.3,22.6,40.2,136.3,136.7,1191.9,78.8,-80.1,3.8,-35.9,-11.8,-45.7,-11.6,-28.9,-17.29789942711648,-0.0021005728835206128,0.016068143521882294,0.12411006349817202
Howard County,2019,326167,8,57,167,285,428,3624,264,4833,-7.004040792765053,517,10.7,-19.8,4316,89.3,-5.2,1481.8,-7.8,158.5,-20.5,1323.2,-6.0,2.5,17.5,51.2,87.4,131.2,1111.1,80.9,693.3,-22.6,27.4,-35.9,-4.0,-6.8,2.7,-7.004040792765053,0.004040792765053425,0.014817562782255716,0.10697289468239189
Howard County,2020,329010,7,48,137,205,346,3000,250,3993,-17.380509000620737,397,9.9,-23.2,3596,90.1,-16.7,1213.6,-18.1,120.7,-23.9,1093.0,-17.4,2.1,14.6,41.6,62.3,105.2,911.8,76.0,-13.3,-16.5,-18.7,-28.7,-19.9,-17.9,-6.1,-17.380509000620737,-0.019490999379261353,0.012136409227683049,0.09942399198597546
Kent County,1975,16640,0,1,6,42,226,314,21,610,,49,8.0,-23.2,561,92.0,-16.7,3665.9,-18.1,294.5,-23.9,3371.4,-17.4,0.0,6.0,36.1,252.4,1358.2,1887.0,126.2,-13.3,-16.5,-18.7,-28.7,-19.9,-17.9,-6.1,,,0.03665865384615385,0.08032786885245902
Kent County,1976,16785,0,9,4,90,142,254,21,520,-14.754098360655743,103,19.8,110.2,417,80.2,-25.7,3098.0,-15.5,613.6,108.4,2484.4,-26.3,0.0,53.6,23.8,536.2,846.0,1513.3,125.1,0.0,792.2,-33.9,112.4,-37.7,-19.8,-0.9,-14.754098360655743,-0.04590163934425817,0.030980041703902294,0.19807692307692307
Kent County,1977,16200,0,1,4,17,120,221,26,389,-25.192307692307693,22,5.7,-78.6,367,94.3,-12.0,2401.2,-22.5,135.8,-77.9,2265.4,-8.8,0.0,6.2,24.7,104.9,740.7,1364.2,160.5,0.0,-88.5,3.6,-80.4,-12.4,-9.9,28.3,-25.192307692307693,-0.007692307692305889,0.024012345679012347,0.056555269922879174
Kent County,1978,16647,2,4,1,19,140,259,21,446,14.652956298200515,26,5.8,18.2,420,94.2,14.4,2679.2,11.6,156.2,15.0,2523.0,11.4,12.0,24.0,6.0,114.1,841.0,1555.8,126.1,1201.4,289.3,-75.7,8.8,13.5,14.0,-21.4,14.652956298200515,0.047043701799484694,0.02679161410464348,0.05829596412556054
Kent County,1979,16225,0,1,11,36,136,302,26,512,14.798206278026903,48,9.4,84.6,464,90.6,10.5,3155.6,17.8,295.8,89.4,2859.8,13.3,0.0,6.2,67.8,221.9,838.2,1861.3,160.2,-100.0,-74.3,1028.6,94.4,-0.3,19.6,27.0,14.798206278026903,0.0017937219730974618,0.03155624036979969,0.09375
Kent County,1980,16680,0,2,6,43,166,370,22,609,18.9453125,51,8.4,6.3,558,91.6,20.3,3651.1,15.7,305.8,3.4,3345.3,17.0,0.0,12.0,36.0,257.8,995.2,2218.2,131.9,0.0,94.5,-46.9,16.2,18.7,19.2,-17.7,18.9453125,-0.04531250000000142,0.03651079136690648,0.08374384236453201
Kent County,1981,16954,1,2,6,44,140,368,20,581,-4.597701149425292,53,9.1,3.9,528,90.9,-5.4,3426.9,-6.1,312.6,2.2,3114.3,-6.9,5.9,11.8,35.4,259.5,825.8,2170.6,118.0,589.8,-1.6,-1.6,0.7,-17.0,-2.1,-10.6,-4.597701149425292,-0.002298850574707245,0.0342691990090834,0.09122203098106713
Kent County,1982,16970,0,2,2,42,137,400,16,599,3.098106712564541,46,7.7,-13.2,553,92.3,4.7,3529.8,3.0,271.1,-13.3,3258.7,4.6,0.0,11.8,11.8,247.5,807.3,2357.1,94.3,-100.0,-0.1,-66.7,-4.6,-2.2,8.6,-20.1,3.098106712564541,0.0018932874354589124,0.03529758397171479,0.07679465776293823
Kent County,1983,17124,0,2,7,43,122,310,18,502,-16.19365609348915,52,10.4,13.0,450,89.6,-18.6,2931.6,-16.9,303.7,12.0,2627.9,-19.4,0.0,11.7,40.9,251.1,712.5,1810.3,105.1,0.0,-0.9,246.9,1.5,-11.7,-23.2,11.5,-16.19365609348915,-0.006343906510849706,0.02931558047185237,0.10358565737051793
Kent County,1984,16877,0,2,4,39,109,375,17,546,8.764940239043817,45,8.2,-13.5,501,91.8,11.3,3235.2,10.4,266.6,-12.2,2968.5,13.0,0.0,11.9,23.7,231.1,645.8,2222.0,100.7,0.0,1.5,-42.0,-8.0,-9.3,22.7,-4.2,8.764940239043817,0.035059760956183794,0.03235172127747823,0.08241758241758242
Kent County,1985,16864,0,4,4,58,127,322,22,537,-1.6483516483516536,66,12.3,46.7,471,87.7,-6.0,3184.3,-1.6,391.4,46.8,2792.9,-5.9,0.0,23.7,23.7,343.9,753.1,1909.4,130.5,0.0,100.2,0.1,48.8,16.6,-14.1,29.5,-1.6483516483516536,0.04835164835165351,0.03184297912713473,0.12290502793296089
Kent County,1986,17127,1,10,3,44,168,292,18,536,-0.18621973929237035,58,10.8,-12.1,478,89.2,1.5,3129.6,-1.7,338.6,-13.5,2790.9,-0.1,5.8,58.4,17.5,256.9,980.9,1704.9,105.1,583.9,146.2,-26.2,-25.3,30.3,-10.7,-19.4,-0.18621973929237035,-0.013780260707629666,0.031295615110644014,0.10820895522388059
Kent County,1987,17171,0,7,4,31,105,295,18,460,-14.179104477611936,42,9.1,-27.6,418,90.9,-12.6,2678.9,-14.4,244.6,-27.8,2434.3,-12.8,0.0,40.8,23.3,180.5,611.5,1718.0,104.8,-100.0,-30.2,33.0,-29.7,-37.7,0.8,-0.3,-14.179104477611936,-0.020895522388062915,0.026789354143614233,0.09130434782608696
Kent County,1988,17410,1,2,3,34,90,238,16,384,-16.52173913043479,40,10.4,-4.8,344,89.6,-17.7,2205.6,-17.7,229.8,-6.1,1975.9,-18.8,5.7,11.5,17.2,195.3,516.9,1367.0,91.9,574.4,-71.8,-26.0,8.2,-15.5,-20.4,-12.3,-16.52173913043479,0.02173913043478848,0.02205628948879954,0.10416666666666667
Kent County,1989,17266,2,3,6,36,108,237,22,414,7.8125,47,11.4,17.5,367,88.6,6.7,2397.8,8.7,272.2,18.5,2125.6,7.6,11.6,17.4,34.8,208.5,625.5,1372.6,127.4,101.7,51.3,101.7,6.8,21.0,0.4,38.6,7.8125,-0.012500000000000178,0.023977759759064056,0.11352657004830918
Kent County,1990,17842,1,7,3,42,126,328,31,538,29.951690821256037,53,9.9,12.8,485,90.1,32.2,3015.4,25.8,297.1,9.1,2718.3,27.9,5.6,39.2,16.8,235.4,706.2,1838.4,173.7,-51.6,125.8,-51.6,12.9,12.9,33.9,36.4,29.951690821256037,0.048309178743963344,0.030153570227552964,0.09851301115241635
Kent County,1991,18134,0,5,5,49,135,270,14,478,-11.152416356877326,59,12.3,11.3,419,87.7,-13.6,2635.9,-12.6,325.4,9.5,2310.6,-15.0,0.0,27.6,27.6,270.2,744.5,1488.9,77.2,-100.0,-29.7,64.0,14.8,5.4,-19.0,-55.6,-11.152416356877326,-0.047583643122672825,0.026359325024815264,0.12343096234309624
Kent County,1992,18312,0,1,3,60,143,306,20,533,11.506276150627626,64,12.0,8.5,469,88.0,11.9,2910.7,10.4,349.5,7.4,2561.2,10.8,0.0,5.5,16.4,327.7,780.9,1671.0,109.2,0.0,-80.2,-40.6,21.3,4.9,12.2,41.5,11.506276150627626,-0.006276150627625654,0.029106596767147226,0.1200750469043152
